Id,Category,Title,Keyword,Location,Search_Word,Save_url
1102280,park,화천향교,"#화천향교홍살문, #향교",강원도 화천시,강원도 화천시 화천향교,park/1102280.jpg
1103789,mountain,딴산인공폭포,#화천9경딴산폭포,강원도 화천시,강원도 화천시 딴산인공폭포,mountain/1103789.jpg
1103817,mountain,삼일계곡,#화천화악산삼일계곡,강원도 화천시,강원도 화천시 삼일계곡,mountain/1103817.jpg
1103833,mountain,화음동정사지,"#화천화음동정사지, #정자, #계곡",강원도 화천시,강원도 화천시 화음동정사지,mountain/1103833.jpg
1105571,exhibition,영암 국제자동차경주장,"#영암F1, #자동차경기장",전라남도 영암군,전라남도 영암군 영암 국제자동차경주장,exhibition/1105571.jpg
1105582,landscape,광화문광장,"#광화문광장, #세종문화회관",서울특별시,서울특별시 광화문광장,landscape/1105582.jpg
1105586,landscape,세종문화회관,"#광화문광장, #세종문화회관",서울특별시,서울특별시 세종문화회관,landscape/1105586.jpg
1105657,cultural,왕인박사유적지,#왕인박사유적지,전라남도 영암군,전라남도 영암군 왕인박사유적지,cultural/1105657.jpg
1119182,exhibition,속초세관 고성지원센터,"#동해선남북출입관리사무소, #DMZ, #안보관광",강원도 고성군,강원도 고성군 속초세관 고성지원센터,exhibition/1119182.jpg
1120346,exhibition,양구백자박물관,"#방산자기박물관, #도자기",강원도 양구시,강원도 양구시 양구백자박물관,exhibition/1120346.jpg
1120595,exhibition,제4땅굴,"#제4땅굴, #안보관광, #서부DMZ, #생태관광10선, #현재임시휴관중
(~2022.12.31까지휴관예정)
땅굴탐방열차레일및공원조성공사중",강원도 양구시,강원도 양구시 제4땅굴,exhibition/1120595.jpg
1126881,cultural,금강사,"#강원도오대산금강사대웅전, #단풍, #사찰, #절, #한옥",강원도 강릉시,강원도 강릉시 금강사,cultural/1126881.jpg
1127433,park,백담계곡,"#내설악백담사계곡, #백담골, #추경, #가을, #단풍, #돌탑",강원도 인제시,강원도 인제시 백담계곡,park/1127433.jpg
